frequency_shift,S11_magnitude,Q_factor,phase_shift,label
0.1287,-13.55,22.7,41.0,pure
0.2309,-10.5,11.3,33.8,15% turpentine
0.2434,-9.94,12.2,33.6,pure
0.1567,-14.77,18.7,43.6,20% kerosene
0.1984,-11.58,14.7,37.0,10% kerosene
0.1722,-15.05,19.2,39.7,15% turpentine
0.2487,-9.66,10.2,31.5,5% kerosene
0.13,-18.29,20.4,46.1,5% kerosene
0.1553,-17.02,14.9,38.3,5% kerosene
0.2186,-10.67,14.0,35.1,5% kerosene
0.1801,-14.42,19.1,39.5,10% turpentine
0.1746,-11.98,16.2,35.9,20% kerosene
0.1951,-15.2,14.5,35.4,10% turpentine
0.1857,-16.55,17.7,41.1,pure
0.1916,-15.26,15.9,41.2,20% kerosene
0.1344,-17.95,26.3,46.2,pure
0.2377,-10.56,10.8,33.4,15% turpentine
0.1624,-18.63,20.4,46.4,5% turpentine
0.2196,-12.34,11.9,34.3,10% kerosene
0.2195,-11.72,11.7,32.6,5% turpentine
0.2016,-17.44,14.3,39.4,10% kerosene
0.1707,-13.03,19.2,42.4,15% kerosene
0.1165,-18.77,21.5,47.0,10% kerosene
0.1078,-19.85,25.5,46.9,5% turpentine
0.1724,-18.43,18.8,40.1,20% kerosene
0.1388,-20.12,24.4,46.1,5% turpentine
0.2306,-11.1,12.2,35.1,10% kerosene
0.1186,-19.95,21.3,46.1,10% turpentine
0.1404,-19.75,23.6,44.7,20% turpentine
0.2129,-11.05,12.3,37.3,20% kerosene
0.2135,-12.91,16.1,38.1,10% kerosene
0.1678,-16.77,20.7,45.0,pure
0.2392,-10.59,12.3,36.4,10% kerosene
0.1928,-11.69,15.6,38.8,15% kerosene
0.2295,-11.68,14.3,36.3,5% turpentine
0.1771,-16.66,16.9,40.6,15% kerosene
0.1785,-13.35,17.6,42.9,5% kerosene
0.1139,-19.5,20.3,45.7,5% turpentine
0.133,-16.15,19.2,43.7,10% kerosene
0.1476,-18.69,24.2,44.7,10% kerosene
0.1139,-18.14,21.8,44.4,5% kerosene
0.1132,-20.38,26.8,47.8,20% kerosene
0.0971,-21.77,29.8,49.4,20% kerosene
0.1997,-12.37,16.9,38.0,pure
0.2344,-10.28,12.6,35.7,5% kerosene
0.2436,-10.12,10.4,32.1,5% turpentine
0.1166,-19.26,22.0,46.4,5% kerosene
0.14,-18.13,20.6,44.7,pure
0.2204,-14.24,16.4,37.3,20% kerosene
0.102,-20.45,26.0,47.4,20% turpentine
0.2082,-12.39,13.0,35.3,15% kerosene
0.1498,-16.13,16.5,40.6,5% turpentine
0.107,-18.44,26.1,47.6,5% turpentine
0.1394,-19.94,24.1,44.7,20% turpentine
0.1466,-13.57,18.6,39.0,10% kerosene
0.1745,-14.81,14.0,37.1,pure
0.2431,-10.13,10.9,33.0,15% turpentine
0.128,-17.37,22.3,46.0,10% kerosene
0.1359,-19.91,23.2,46.5,20% kerosene
0.1991,-15.18,18.0,42.1,15% kerosene
0.2414,-10.33,13.2,35.5,5% turpentine
0.1618,-13.22,17.1,37.9,20% turpentine
0.1507,-12.66,16.2,40.9,10% kerosene
0.1855,-12.3,17.7,41.2,15% kerosene
0.103,-20.39,23.6,45.9,10% turpentine
0.2442,-9.97,10.7,32.3,15% turpentine
0.2117,-12.47,14.4,35.1,15% turpentine
0.2238,-13.02,14.0,37.7,15% kerosene
0.1015,-20.67,27.7,48.2,5% kerosene
0.1407,-18.88,21.3,45.3,pure
0.1302,-18.37,20.4,46.2,10% kerosene
0.2022,-12.72,14.6,40.1,pure
0.0992,-21.54,28.4,49.0,15% turpentine
0.1268,-19.72,25.3,47.7,10% turpentine
0.23,-13.48,14.3,34.8,10% turpentine
0.2475,-10.12,10.5,31.8,10% turpentine
0.1038,-21.61,29.9,48.0,10% kerosene
0.1753,-13.12,17.1,36.2,15% turpentine
0.1558,-17.19,21.9,38.9,20% kerosene
0.2341,-10.66,12.4,33.4,pure
0.1306,-19.58,23.0,46.1,10% turpentine
0.2023,-11.04,14.4,34.2,20% turpentine
0.1726,-14.84,19.3,39.7,15% turpentine
0.1613,-17.18,21.0,44.2,10% turpentine
0.1499,-14.59,19.0,40.8,20% turpentine
0.1033,-21.53,27.1,48.1,15% turpentine
0.1505,-18.35,20.3,41.9,10% kerosene
0.2276,-10.19,12.1,33.1,5% turpentine
0.169,-16.31,16.5,40.0,pure
0.1987,-12.92,13.4,38.1,15% kerosene
0.2464,-10.02,11.1,32.6,5% kerosene
0.2334,-11.65,11.2,32.7,5% turpentine
0.166,-16.01,16.7,42.5,15% kerosene
0.1136,-19.54,27.0,48.5,20% kerosene
0.2016,-12.31,13.9,36.2,pure
0.1826,-15.45,19.3,42.8,15% turpentine
0.1458,-16.28,22.9,42.2,5% kerosene
0.1137,-19.39,24.2,47.0,pure
0.2411,-10.36,11.8,35.8,10% turpentine
0.2236,-11.55,12.1,34.2,15% kerosene
0.1396,-18.76,20.4,46.9,15% kerosene
0.1328,-16.22,21.4,44.5,20% turpentine
0.2467,-10.1,11.0,32.3,5% turpentine
0.1551,-16.51,19.9,41.3,10% kerosene
0.2083,-11.99,13.2,35.4,10% turpentine
0.101,-20.64,24.6,48.1,20% kerosene
0.2069,-11.25,13.2,37.0,15% kerosene
0.1017,-19.23,24.8,46.3,15% turpentine
0.124,-17.76,23.5,47.9,15% turpentine
0.2151,-11.72,14.2,38.8,10% turpentine
0.2386,-10.84,12.2,34.7,20% turpentine
0.1836,-13.8,16.5,41.6,15% turpentine
0.2136,-9.94,11.4,32.0,5% kerosene
0.172,-13.58,20.2,39.1,5% turpentine
0.137,-16.46,18.9,43.1,10% turpentine
0.2436,-10.72,11.8,32.9,15% turpentine
0.1176,-18.1,23.4,47.0,20% turpentine
0.1266,-18.18,24.6,41.6,15% turpentine
0.2291,-11.24,13.4,37.0,20% turpentine
0.1828,-16.19,16.4,41.5,5% turpentine
0.2166,-10.68,14.0,36.7,5% kerosene
0.2282,-11.22,13.1,34.2,10% turpentine
0.197,-15.24,21.7,38.3,15% turpentine
0.2492,-9.71,10.3,31.9,15% turpentine
0.1429,-17.44,21.7,44.3,5% kerosene
0.1139,-19.12,24.2,48.1,15% turpentine
0.117,-18.99,24.4,47.2,pure
0.2454,-9.68,11.0,33.4,10% turpentine
0.237,-10.7,11.0,32.9,5% turpentine
0.0987,-20.01,27.1,49.2,15% kerosene
0.2367,-11.14,12.1,34.2,5% kerosene
0.1684,-16.19,17.3,41.9,15% turpentine
0.2496,-9.53,10.3,31.3,10% turpentine
0.2421,-10.71,11.6,34.7,pure
0.1517,-19.75,22.5,47.1,pure
0.1409,-15.92,19.3,45.0,10% kerosene
0.1801,-16.93,20.5,40.7,pure
0.1389,-15.21,22.5,43.4,15% kerosene
0.1086,-20.95,24.7,48.5,10% turpentine
0.1944,-13.12,13.1,38.7,10% turpentine
0.1013,-21.35,28.9,49.4,pure
0.1521,-16.79,18.6,41.6,10% turpentine
0.1909,-12.18,16.4,41.5,20% turpentine
0.2496,-9.53,10.0,31.4,20% turpentine
0.1353,-20.15,27.0,46.7,10% turpentine
0.1621,-16.05,14.1,39.1,15% turpentine
0.2261,-12.48,14.3,35.5,15% turpentine
0.2297,-10.32,12.7,37.6,20% kerosene
0.1335,-18.42,21.5,45.0,5% kerosene
0.2237,-10.43,10.9,31.7,15% kerosene
0.1987,-13.86,17.7,39.6,20% kerosene
0.1888,-11.97,12.9,39.9,10% kerosene
0.2207,-10.04,13.9,33.9,15% turpentine
0.119,-19.77,17.9,45.4,10% turpentine
0.242,-10.02,10.9,33.8,20% turpentine
0.2491,-9.54,10.0,31.1,20% kerosene
0.1887,-14.66,18.6,41.9,5% kerosene
0.137,-19.1,24.7,42.6,5% turpentine
0.129,-15.44,19.6,43.2,10% turpentine
0.12,-20.69,24.9,47.0,15% kerosene
0.1136,-19.39,25.1,47.5,10% turpentine
0.2078,-11.76,13.2,34.7,15% turpentine
0.133,-20.51,23.5,44.7,20% kerosene
0.2274,-10.84,11.7,34.7,10% turpentine
0.1342,-16.7,20.7,41.7,20% kerosene
0.2471,-10.05,10.7,31.9,15% turpentine
0.1193,-21.15,25.5,48.9,15% kerosene
0.1102,-19.98,25.1,45.3,20% kerosene
0.2027,-14.96,17.3,41.9,5% kerosene
0.1972,-12.48,15.8,41.4,5% turpentine
0.2114,-10.74,16.9,37.6,10% kerosene
0.1411,-18.99,20.2,45.5,10% kerosene
0.22,-11.3,14.5,38.1,20% turpentine
0.2063,-11.9,17.1,39.7,10% kerosene
0.2284,-10.04,11.5,34.4,pure
0.2269,-13.18,15.7,34.8,10% turpentine
0.1387,-17.93,21.5,46.7,10% kerosene
0.1165,-20.75,23.6,47.3,15% kerosene
0.2102,-12.97,18.0,40.3,20% kerosene
0.1594,-15.72,18.6,43.8,5% turpentine
0.1488,-15.14,19.3,43.3,10% kerosene
0.2379,-11.84,12.9,34.3,15% kerosene
0.1185,-17.73,20.9,44.4,10% kerosene
0.2108,-12.74,13.0,37.0,pure
0.1914,-14.26,14.9,40.3,20% kerosene
0.2191,-11.91,13.2,35.0,5% turpentine
0.1594,-17.47,18.8,40.3,20% turpentine
0.2346,-10.59,11.9,35.3,pure
0.2017,-13.47,17.5,36.5,15% kerosene
0.1926,-13.03,18.6,39.5,10% turpentine
0.0984,-20.75,26.1,49.2,15% turpentine
0.2408,-9.83,11.0,32.3,pure
0.1969,-12.75,16.8,39.7,pure
0.2148,-14.93,17.4,37.0,10% turpentine
0.2444,-9.91,10.7,32.0,5% kerosene
0.1886,-12.93,17.4,39.2,5% turpentine
0.2453,-9.7,11.5,32.6,pure
0.2438,-10.23,10.7,32.5,10% turpentine
0.216,-12.76,13.4,35.7,5% turpentine
0.1741,-19.71,19.0,42.5,20% turpentine
0.117,-19.94,26.2,46.5,pure
0.1223,-19.39,24.3,47.4,pure
0.2002,-12.79,13.8,38.4,20% turpentine
0.2477,-9.72,10.3,31.2,20% kerosene
0.0971,-21.58,29.4,49.3,10% kerosene
0.0951,-21.98,29.9,49.6,5% turpentine
0.1001,-20.53,26.2,48.8,pure
0.2295,-9.97,10.4,32.8,10% turpentine
0.2487,-9.53,10.1,31.3,5% kerosene
0.1672,-15.61,15.4,42.4,5% kerosene
0.2222,-11.7,13.3,33.9,15% turpentine
0.1662,-16.73,20.9,39.3,10% kerosene
0.2101,-11.57,12.3,34.8,5% kerosene
0.2279,-12.63,14.7,35.9,5% kerosene
0.1979,-16.55,13.4,37.6,15% turpentine
0.212,-14.26,17.2,40.1,20% turpentine
0.1936,-10.74,12.5,35.3,5% turpentine
0.1322,-16.45,22.3,45.0,5% turpentine
0.1718,-13.53,19.1,42.5,pure
0.1037,-21.65,29.6,48.7,5% turpentine
0.2082,-12.91,13.6,38.8,20% turpentine
0.2056,-11.76,12.8,35.0,20% kerosene
0.1979,-13.55,17.4,35.8,10% kerosene
0.1342,-19.1,21.5,46.0,10% turpentine
0.1956,-14.22,17.2,38.8,15% turpentine
0.198,-17.18,17.9,38.7,pure
0.2471,-9.58,10.3,31.3,15% kerosene
0.1224,-19.08,26.7,48.2,10% kerosene
0.1448,-15.57,19.8,43.9,5% turpentine
0.1985,-12.29,13.1,34.9,5% turpentine
0.2283,-11.17,11.8,33.3,5% turpentine
0.2014,-13.29,15.7,37.8,10% turpentine
0.2402,-10.14,11.9,33.2,pure
0.2237,-11.14,12.3,33.6,15% turpentine
0.1945,-17.6,18.7,39.7,5% turpentine
0.1819,-15.31,20.4,41.0,15% kerosene
0.0998,-21.46,26.5,48.7,pure
0.1529,-18.81,20.2,44.5,15% turpentine
0.1508,-16.09,21.6,43.5,5% kerosene
0.2344,-10.33,14.8,35.8,pure
0.1397,-18.47,25.5,44.5,20% kerosene
0.2338,-11.03,13.8,33.9,10% turpentine
0.1522,-14.75,22.3,44.0,5% kerosene
0.1977,-10.5,14.6,34.3,5% turpentine
0.1436,-13.22,15.6,40.7,20% kerosene
0.1892,-13.65,13.3,38.6,5% turpentine
0.2459,-10.28,10.6,32.2,5% kerosene
0.1907,-13.93,11.8,34.3,10% turpentine
0.2496,-9.51,10.0,31.2,5% turpentine
0.2341,-9.62,10.8,31.9,10% turpentine
0.2319,-11.62,11.5,33.6,20% kerosene
0.2409,-10.26,11.4,33.4,10% turpentine
0.1193,-17.71,21.1,46.8,10% kerosene
0.214,-11.05,11.6,36.6,5% turpentine
0.103,-21.58,26.4,48.1,5% kerosene
0.214,-12.17,14.0,35.5,5% turpentine
0.1932,-11.22,12.2,37.6,20% turpentine
0.2396,-10.82,11.4,33.0,5% turpentine
0.2167,-10.42,12.5,37.6,5% kerosene
0.1162,-18.1,25.6,48.3,15% turpentine
0.1228,-16.27,17.8,42.7,15% turpentine
0.2079,-12.11,16.2,35.8,10% kerosene
0.1146,-19.07,25.1,45.2,20% turpentine
0.2267,-11.28,13.2,36.2,15% turpentine
0.2129,-10.61,13.0,34.9,5% kerosene
0.1284,-20.35,20.2,45.7,15% kerosene
0.1853,-12.88,16.4,38.5,pure
0.1596,-14.53,16.7,39.0,10% kerosene
0.1617,-13.99,18.8,42.3,10% kerosene
0.1663,-15.82,21.6,40.4,5% kerosene
0.2299,-10.28,13.2,36.4,pure
0.2155,-12.18,11.2,32.7,10% kerosene
0.2433,-10.12,10.9,31.5,10% kerosene
0.2005,-14.2,15.3,39.7,10% turpentine
0.2273,-11.3,12.5,33.6,20% turpentine
0.2127,-14.61,14.5,37.4,5% turpentine
0.1279,-18.91,21.4,45.7,5% turpentine
0.1311,-16.3,20.8,43.5,pure
0.2439,-9.91,12.9,32.3,20% kerosene
0.206,-11.97,12.6,37.0,5% turpentine
0.1617,-16.26,17.0,42.9,20% kerosene
0.1835,-16.25,17.5,41.0,20% turpentine
0.1451,-14.93,16.6,41.1,20% turpentine
0.1894,-13.98,20.3,42.6,15% turpentine
0.1498,-18.6,22.4,44.3,5% turpentine
0.2148,-13.54,16.1,37.1,10% turpentine
0.2312,-11.19,12.5,33.1,10% turpentine
0.1132,-17.04,18.5,42.2,20% turpentine
0.1237,-20.52,25.9,48.4,10% kerosene
0.1647,-18.64,23.4,45.9,5% turpentine
0.1368,-18.06,20.0,43.0,20% turpentine
0.0968,-21.79,29.1,49.4,20% kerosene
0.1061,-20.54,25.2,46.4,15% kerosene
0.1288,-19.42,23.0,46.2,15% kerosene
0.1159,-20.42,26.8,47.6,10% turpentine
0.2433,-10.47,11.2,33.3,5% turpentine
0.1769,-14.49,17.4,42.7,5% kerosene
0.248,-10.42,11.6,33.3,20% turpentine
0.1704,-12.39,14.5,38.3,20% turpentine
0.1594,-15.17,15.3,41.0,pure
0.1484,-19.0,19.9,44.6,20% kerosene
0.1892,-13.22,13.8,37.2,pure
0.1609,-17.5,20.1,42.7,20% turpentine
0.1086,-20.08,27.9,48.2,15% turpentine
0.2297,-11.09,14.3,35.5,20% kerosene
0.2197,-11.43,12.5,35.1,15% kerosene
0.1979,-13.0,15.4,37.4,15% kerosene
0.2415,-10.83,12.2,33.0,5% kerosene
0.1253,-18.13,20.7,46.9,20% turpentine
0.2118,-12.81,11.7,35.1,5% kerosene
0.2133,-11.04,12.3,33.5,5% turpentine
0.1344,-18.48,20.5,42.8,pure
0.2077,-11.5,12.3,33.6,5% turpentine
0.2374,-10.42,11.3,33.3,5% turpentine
0.1627,-18.72,21.5,43.5,10% kerosene
0.2442,-9.88,10.9,32.9,5% kerosene
0.1955,-12.69,16.0,39.0,20% kerosene
0.1269,-17.65,19.9,42.5,15% turpentine
0.1405,-17.97,22.7,44.1,5% turpentine
0.1532,-16.74,21.4,41.1,10% kerosene
0.19,-14.48,16.9,42.9,5% kerosene
0.1327,-19.9,24.1,46.3,pure
0.1658,-14.6,16.1,40.4,pure
0.124,-18.65,22.3,45.5,10% turpentine
0.1647,-13.12,16.5,42.7,10% kerosene
0.211,-13.95,12.3,38.2,pure
0.1436,-15.97,20.1,43.4,5% kerosene
0.2306,-11.35,12.2,33.9,5% kerosene
0.1795,-18.52,18.9,41.8,10% turpentine
0.1385,-15.33,18.0,41.5,10% kerosene
0.2329,-9.97,11.3,33.3,15% kerosene
0.1157,-19.97,22.7,43.2,15% turpentine
0.122,-20.81,26.0,47.7,5% turpentine
0.125,-18.2,24.5,47.2,5% turpentine
0.2284,-11.6,12.9,33.4,5% kerosene
0.1566,-15.18,18.1,42.9,10% kerosene
0.1487,-17.84,22.7,45.3,10% turpentine
0.1918,-11.76,13.8,37.3,15% kerosene
0.2394,-10.31,10.8,32.4,20% kerosene
0.1061,-21.24,26.0,47.9,10% kerosene
0.2046,-12.07,13.7,35.1,15% kerosene
0.1981,-13.47,14.2,35.7,10% kerosene
0.1896,-12.36,14.7,38.4,5% kerosene
0.2308,-11.03,11.5,34.3,pure
0.1129,-18.81,24.6,47.5,20% kerosene
0.2039,-13.62,14.2,37.1,10% turpentine
0.1854,-12.84,15.7,38.5,5% kerosene
0.1926,-16.48,18.1,41.6,20% kerosene
0.1423,-16.36,18.5,43.5,5% kerosene
0.153,-14.31,19.1,40.5,10% kerosene
0.1226,-20.09,22.1,42.0,10% turpentine
0.2114,-12.56,13.5,38.2,15% turpentine
0.1087,-19.05,23.2,46.9,5% turpentine
0.0998,-21.65,29.8,49.7,10% kerosene
0.2434,-10.21,10.9,33.4,pure
0.141,-16.85,23.0,44.2,10% kerosene
0.198,-13.81,18.4,38.5,10% kerosene
0.1231,-19.46,21.8,46.4,20% turpentine
0.1709,-18.07,19.3,39.7,5% kerosene
0.1543,-13.4,17.8,39.2,15% turpentine
0.2321,-12.32,12.6,37.4,20% kerosene
0.1882,-13.46,16.4,37.1,10% turpentine
0.1011,-21.66,29.9,49.7,5% kerosene
0.1781,-18.53,22.4,41.7,5% turpentine
0.1109,-19.96,25.0,48.0,pure
0.2107,-13.26,14.3,37.1,10% kerosene
0.1111,-19.1,20.7,46.5,10% turpentine
0.134,-15.78,18.1,42.7,15% turpentine
0.1461,-14.79,18.4,43.4,20% kerosene
0.1044,-20.4,27.8,48.3,pure
0.1948,-15.85,15.4,37.7,pure
0.2415,-9.6,10.7,32.2,5% kerosene
0.2485,-9.54,10.2,31.4,15% turpentine
0.2133,-10.23,13.8,39.7,10% kerosene
0.1887,-13.26,16.7,37.8,5% kerosene
0.1032,-21.09,25.3,48.6,20% turpentine
0.1069,-20.72,25.7,48.9,20% turpentine
0.2146,-11.66,13.7,36.2,15% kerosene
0.2155,-13.43,13.9,35.3,10% kerosene
0.1182,-21.33,25.5,47.1,15% turpentine
0.1974,-11.46,13.5,37.5,10% turpentine
0.1115,-17.25,22.3,46.3,10% kerosene
0.1961,-10.69,13.5,33.9,5% turpentine
0.1008,-20.89,27.2,47.7,15% turpentine
0.2115,-12.37,16.8,38.1,20% kerosene
0.1182,-20.07,25.7,44.8,10% kerosene
0.1097,-20.35,24.7,47.7,5% turpentine
0.2168,-10.48,12.2,38.6,20% turpentine
0.1295,-14.93,20.8,44.2,pure
0.1905,-15.85,17.7,39.8,15% turpentine
0.133,-16.61,21.3,45.4,10% turpentine
0.1813,-13.41,13.5,38.2,15% kerosene
0.1946,-10.55,10.7,34.4,5% kerosene
0.1844,-16.52,18.7,41.7,15% kerosene
0.1121,-19.73,24.1,47.9,20% turpentine
0.106,-19.37,26.2,46.6,10% turpentine
0.1092,-19.82,23.6,47.4,20% turpentine
0.119,-15.63,21.7,45.6,pure
0.184,-12.65,14.6,40.7,20% kerosene
0.2291,-10.14,11.3,33.5,15% turpentine
0.2476,-9.62,10.7,32.0,5% kerosene
0.2317,-11.05,13.9,33.0,5% turpentine
0.1934,-11.61,13.1,37.5,20% turpentine
0.2405,-9.74,10.9,34.8,5% kerosene
0.2168,-10.63,13.4,37.9,10% turpentine
0.2119,-11.76,13.8,35.5,5% turpentine
0.1986,-14.82,15.6,41.3,20% turpentine
0.1756,-17.25,18.8,43.9,20% turpentine
0.1664,-14.24,17.9,39.9,15% kerosene
0.2266,-10.95,14.2,34.8,5% kerosene
0.2155,-13.12,16.5,36.6,10% kerosene
0.1663,-11.59,14.9,40.1,pure
0.2483,-9.57,10.3,31.4,15% kerosene
0.2402,-11.03,10.8,34.3,pure
0.2009,-10.46,11.9,32.9,5% turpentine
0.2128,-11.86,12.0,35.0,5% turpentine
0.2086,-15.0,14.3,37.4,5% turpentine
0.201,-13.13,16.3,37.8,10% turpentine
0.1522,-16.35,18.7,43.2,pure
0.2152,-11.88,14.4,33.2,5% kerosene
0.1102,-19.21,24.0,46.3,10% kerosene
0.2437,-10.08,10.7,32.8,10% kerosene
0.1223,-20.83,23.5,45.6,10% kerosene
0.2385,-10.32,12.4,35.5,10% turpentine
0.2478,-10.12,11.8,32.6,5% turpentine
0.1532,-13.73,18.2,44.3,10% kerosene
0.2222,-10.24,12.8,33.3,10% kerosene
0.1261,-16.38,24.0,44.7,20% turpentine
0.1995,-12.84,15.3,38.5,5% kerosene
0.1917,-12.21,12.5,36.9,15% turpentine
0.2459,-9.98,12.1,32.2,pure
0.2105,-14.19,14.5,39.1,20% kerosene
0.2197,-10.8,14.7,34.4,15% turpentine
0.235,-11.22,12.8,34.2,15% kerosene
0.2249,-10.86,12.0,34.8,20% kerosene
0.1562,-17.1,21.7,40.7,10% turpentine
0.1342,-18.22,18.9,41.3,5% turpentine
0.1526,-15.6,20.9,40.9,pure
0.1465,-17.05,22.1,42.3,15% turpentine
0.1261,-19.94,21.6,43.6,10% turpentine
0.2477,-9.89,10.5,33.2,10% kerosene
0.1892,-13.7,14.2,37.1,pure
0.1394,-16.9,20.1,45.5,20% turpentine
0.1788,-20.69,24.7,44.3,5% turpentine
0.1334,-17.8,20.9,41.0,5% kerosene
0.2361,-10.6,12.2,37.1,15% turpentine
0.1335,-18.17,23.4,48.1,15% kerosene
0.1552,-11.15,16.1,42.3,15% kerosene
0.1986,-11.9,13.3,35.1,5% kerosene
0.1378,-16.82,21.4,41.6,5% turpentine
0.2347,-10.26,12.1,34.3,20% turpentine
0.2303,-10.38,11.2,34.8,10% kerosene
0.1901,-14.02,18.3,38.3,10% turpentine
0.2059,-14.11,13.4,39.4,15% turpentine
0.1524,-14.88,19.5,43.2,5% turpentine
0.2096,-13.97,17.2,38.3,20% kerosene
0.1454,-17.64,21.8,45.9,10% kerosene
0.2399,-10.01,10.9,31.9,10% turpentine
0.2485,-9.96,10.3,31.8,10% kerosene
0.1591,-17.72,19.7,41.4,10% turpentine
0.1271,-18.53,23.6,47.0,pure
0.105,-19.52,26.7,48.5,15% turpentine
0.1491,-13.7,17.0,39.0,20% turpentine
0.1288,-18.18,20.6,44.2,10% turpentine
0.2251,-11.1,13.9,35.9,10% turpentine
0.1516,-17.04,19.6,45.3,15% kerosene
0.153,-16.41,20.8,42.8,15% turpentine
0.2443,-9.98,10.9,31.9,15% turpentine
0.2236,-11.68,13.1,36.7,15% kerosene
0.1227,-20.65,23.7,47.3,pure
0.1487,-15.49,20.3,41.5,10% kerosene
0.1304,-17.93,17.5,44.8,10% kerosene
0.1681,-16.37,20.6,42.6,10% turpentine
0.0982,-21.61,28.2,49.1,pure
0.1086,-20.88,28.7,48.4,10% kerosene
0.2322,-11.0,14.2,33.7,20% kerosene
0.1915,-14.33,16.6,38.3,15% turpentine
0.2481,-9.58,10.3,31.7,5% kerosene
0.1931,-12.3,17.1,40.6,pure
0.182,-15.47,19.5,43.1,15% kerosene
0.158,-16.91,18.6,45.5,5% kerosene
0.1433,-17.26,20.7,41.7,5% kerosene
0.0994,-21.42,28.6,49.1,10% kerosene
0.1595,-15.9,18.5,40.9,15% turpentine
0.242,-10.3,12.6,33.6,5% kerosene
0.1425,-17.32,23.0,44.5,pure
0.1134,-17.73,24.0,48.7,20% turpentine
0.129,-15.32,22.8,43.5,10% turpentine
0.0981,-21.98,29.8,49.8,20% turpentine
0.1214,-15.36,23.8,41.9,5% turpentine
0.2148,-10.64,11.1,33.6,15% kerosene
0.2424,-9.75,11.1,32.6,20% turpentine
0.2026,-12.1,15.6,35.9,20% kerosene
0.1674,-15.26,15.5,41.6,15% turpentine
0.1202,-20.51,28.0,48.3,10% turpentine
0.2313,-12.48,13.1,36.7,15% kerosene
0.1532,-16.83,19.7,43.7,10% kerosene
0.1869,-16.81,15.5,40.4,15% turpentine
0.2238,-10.3,12.0,35.7,pure
0.2383,-10.15,13.7,32.9,15% turpentine
0.224,-12.23,11.6,38.0,pure
0.1233,-17.77,22.6,45.0,15% turpentine
0.1892,-13.44,14.7,40.6,5% kerosene
0.1895,-13.5,15.7,40.6,20% turpentine
0.215,-12.76,14.6,36.6,20% turpentine
0.1222,-19.65,23.9,46.8,5% kerosene
0.1456,-15.59,18.7,41.9,pure
0.122,-19.16,24.6,46.6,5% kerosene
0.1216,-16.04,19.0,45.4,20% turpentine
0.1961,-14.25,15.4,39.6,10% kerosene
0.1499,-18.76,19.6,46.9,20% kerosene
0.1171,-19.08,22.5,45.2,20% turpentine
0.2251,-10.12,13.4,34.1,15% turpentine
0.2285,-11.51,12.4,36.3,5% kerosene
0.2031,-12.38,13.3,36.2,5% turpentine
0.1925,-14.4,13.4,38.0,5% kerosene
0.1704,-16.01,18.9,42.6,15% turpentine
0.1287,-19.94,23.6,47.0,5% turpentine
0.2475,-10.06,11.3,32.6,10% kerosene
0.1989,-12.05,14.6,37.6,10% kerosene
0.146,-15.87,20.4,41.0,10% kerosene
0.215,-10.78,12.6,34.9,5% kerosene
0.1672,-13.56,20.2,40.1,20% turpentine
0.1426,-18.97,23.4,46.6,20% turpentine
0.1667,-17.21,18.8,40.1,10% turpentine
0.146,-18.01,21.2,44.3,10% turpentine
0.1403,-16.56,18.9,43.3,5% turpentine
0.161,-15.05,14.2,42.0,20% turpentine
0.2394,-14.43,12.8,33.9,pure
0.2015,-12.96,14.2,42.8,20% turpentine
0.1093,-20.89,23.3,48.9,pure
0.1896,-14.05,14.3,39.6,5% turpentine
0.1982,-13.11,15.3,38.3,20% kerosene
0.1096,-20.85,26.8,46.9,5% kerosene
0.2326,-11.13,12.6,33.1,5% turpentine
0.1079,-19.81,23.1,47.8,10% kerosene
0.1664,-14.83,18.7,44.1,15% turpentine
0.1814,-12.36,14.4,36.2,15% turpentine
0.1301,-19.4,25.8,48.0,5% kerosene
0.0994,-19.92,27.7,47.7,20% kerosene
0.1854,-14.78,21.8,40.2,5% turpentine
0.2012,-12.66,16.0,36.1,20% kerosene
0.1842,-13.68,17.4,39.9,20% kerosene
0.1724,-13.88,18.8,38.5,10% turpentine
0.1248,-20.35,25.4,47.8,15% kerosene
0.1734,-15.27,17.8,40.0,20% turpentine
0.2129,-12.06,13.8,37.8,5% kerosene
0.1183,-19.31,20.0,44.7,pure
0.1199,-17.7,22.1,45.4,10% turpentine
0.1093,-19.53,25.2,47.0,20% kerosene
0.1314,-14.46,16.4,42.5,15% kerosene
0.1052,-20.87,25.0,48.9,20% kerosene
0.1097,-18.61,23.3,47.5,15% kerosene
0.2178,-13.4,16.2,37.0,5% kerosene
0.2168,-10.8,13.0,35.7,15% turpentine
0.2071,-14.51,19.7,43.5,20% turpentine
0.1215,-20.32,26.3,47.5,10% turpentine
0.167,-13.86,15.6,42.1,10% turpentine
0.1633,-18.45,22.0,43.9,10% turpentine
0.1896,-15.65,14.9,39.2,10% kerosene
0.2327,-10.55,11.8,34.3,20% turpentine
0.1365,-20.32,25.1,46.0,5% kerosene
0.2293,-10.54,12.6,34.0,pure
0.1945,-12.76,15.6,37.6,10% kerosene
0.2275,-10.73,13.2,38.3,10% kerosene
0.1303,-20.32,23.0,47.4,15% kerosene
0.1508,-16.3,21.6,44.1,20% turpentine
0.2066,-11.97,14.4,37.0,pure
0.2197,-11.88,12.6,35.6,5% turpentine
0.1483,-20.23,23.7,48.2,pure
0.1841,-12.27,15.8,36.9,20% kerosene
0.2469,-9.78,11.1,32.5,5% kerosene
