frequency_shift,S11_magnitude,Q_factor,phase_shift,label
0.1828,-13.76,11.8,43.7,10% kerosene
0.1111,-17.85,24.5,44.5,5% kerosene
0.2249,-10.25,13.6,35.4,15% turpentine
0.1456,-17.43,20.8,45.4,5% kerosene
0.2493,-9.51,12.9,31.0,20% turpentine
0.0951,-21.2,29.7,47.2,pure
0.1866,-13.61,12.6,39.0,15% kerosene
0.1294,-17.44,21.1,42.2,5% turpentine
0.19,-13.79,18.2,46.2,10% kerosene
0.2415,-9.67,12.9,31.0,20% turpentine
0.1457,-16.55,19.9,43.8,5% kerosene
0.1806,-14.16,12.8,38.6,15% kerosene
0.174,-15.25,16.2,43.2,10% kerosene
0.1596,-14.44,16.8,44.0,10% kerosene
0.2098,-20.92,14.8,33.4,15% turpentine
0.1709,-14.61,13.5,40.5,15% kerosene
0.1569,-16.58,22.4,44.1,5% kerosene
0.2022,-11.39,15.5,34.4,15% turpentine
0.1712,-9.51,13.6,39.9,15% kerosene
0.1578,-17.46,22.9,44.6,5% kerosene
0.1876,-14.72,19.0,39.6,10% turpentine
0.1082,-16.86,21.2,42.7,5% turpentine
0.168,-14.08,17.2,44.4,10% kerosene
0.2353,-9.98,13.6,35.6,20% kerosene
0.2499,-9.94,13.7,33.5,20% turpentine
0.178,-14.7,17.5,48.8,10% kerosene
0.1505,-14.57,18.0,43.2,10% kerosene
0.1925,-14.59,17.9,42.4,10% kerosene
0.2066,-13.42,18.3,43.6,10% kerosene
0.1348,-16.86,23.7,43.2,5% turpentine
0.2272,-10.13,12.1,32.6,20% turpentine
0.2147,-11.26,13.0,36.2,20% kerosene
0.1487,-16.95,22.9,42.9,5% kerosene
0.1975,-13.66,12.7,39.4,15% kerosene
0.1008,-9.57,14.8,35.7,15% turpentine
0.2251,-11.37,11.9,33.5,20% kerosene
0.1487,-12.27,18.9,40.4,10% turpentine
0.1411,-16.83,22.5,44.8,5% kerosene
0.1928,-12.86,17.3,40.0,10% turpentine
0.1593,-14.12,23.9,44.1,5% turpentine
0.1704,-16.92,21.6,45.4,5% kerosene
0.1657,-14.86,17.3,41.7,10% kerosene
0.1439,-14.95,15.9,40.0,15% kerosene
0.2113,-9.63,13.8,35.2,20% kerosene
0.2208,-11.01,14.4,36.7,15% turpentine
0.1581,-17.7,22.3,45.1,5% turpentine
0.2133,-13.58,17.2,39.7,15% kerosene
0.1571,-11.12,23.2,46.4,5% kerosene
0.1201,-16.26,17.7,43.1,5% kerosene
0.2023,-13.61,19.3,40.1,10% turpentine
0.2057,-14.25,18.3,40.1,10% turpentine
0.1489,-13.2,17.9,38.6,10% turpentine
0.2195,-10.1,13.2,34.7,20% kerosene
0.0951,-21.79,24.5,49.9,pure
0.2266,-9.51,13.1,31.1,20% turpentine
0.0951,-19.06,29.9,45.8,pure
0.1239,-17.77,22.0,43.8,5% kerosene
0.241,-9.51,12.0,34.2,20% turpentine
0.149,-11.01,17.7,39.3,15% kerosene
0.1296,-16.69,21.4,44.7,5% kerosene
0.0951,-20.2,27.3,48.7,pure
0.1454,-14.31,11.9,48.7,10% kerosene
0.1364,-16.98,23.5,43.6,5% kerosene
0.0951,-20.26,29.9,49.3,pure
0.1045,-16.58,22.0,43.6,5% kerosene
0.2217,-11.42,14.1,35.5,20% kerosene
0.1513,-17.97,22.3,44.3,5% turpentine
0.1282,-17.83,22.4,43.1,5% turpentine
0.2188,-12.69,18.1,38.3,10% turpentine
0.1749,-14.17,16.3,43.9,10% kerosene
0.1917,-18.29,22.5,45.0,5% turpentine
0.2245,-11.19,14.2,36.7,15% turpentine
0.2339,-9.51,14.5,36.2,15% turpentine
0.1949,-14.25,18.0,43.0,10% kerosene
0.2479,-10.71,13.2,36.1,20% kerosene
0.2327,-14.19,13.5,39.9,15% kerosene
0.1576,-17.91,22.7,44.5,5% kerosene
0.2363,-10.24,14.8,34.3,15% turpentine
0.111,-16.4,22.2,44.3,5% kerosene
0.2177,-12.79,19.1,39.7,10% turpentine
0.2152,-10.77,15.5,36.3,15% turpentine
0.1615,-17.58,21.5,43.9,5% turpentine
0.2473,-9.99,12.9,35.0,20% turpentine
0.19,-14.36,18.3,42.4,10% kerosene
0.0951,-20.23,24.9,49.9,pure
0.1971,-14.85,16.7,43.5,10% kerosene
0.2169,-14.7,21.5,36.0,10% kerosene
0.2412,-10.58,14.2,34.9,15% turpentine
0.1457,-17.0,25.5,42.9,5% turpentine
0.1537,-17.55,22.0,43.7,5% turpentine
0.0951,-20.63,29.9,47.7,pure
0.1302,-17.09,21.5,48.9,5% kerosene
0.2103,-10.54,16.3,37.4,15% turpentine
0.2499,-10.31,10.6,33.1,20% turpentine
0.1029,-19.99,27.9,49.9,pure
0.2359,-10.85,14.6,35.1,20% kerosene
0.2127,-9.95,13.4,36.7,20% kerosene
0.1905,-13.93,17.1,43.9,10% kerosene
0.2332,-11.64,14.4,35.2,15% turpentine
0.1896,-14.09,18.6,40.6,10% turpentine
0.1948,-14.1,17.7,39.6,10% kerosene
0.1459,-13.86,14.6,32.8,15% kerosene
0.1719,-13.78,14.5,40.1,15% kerosene
0.1622,-11.62,18.4,38.4,10% turpentine
0.2425,-9.51,12.2,31.9,20% turpentine
0.1824,-12.05,13.0,40.0,15% kerosene
0.1536,-17.26,23.4,43.7,5% turpentine
0.216,-10.58,13.6,37.0,15% turpentine
0.2238,-11.28,12.5,33.7,20% kerosene
0.2204,-9.55,12.6,32.8,20% turpentine
0.1391,-10.55,17.6,39.5,15% kerosene
0.1242,-13.56,14.4,39.5,15% kerosene
0.2347,-11.7,15.9,36.9,15% turpentine
0.2499,-9.74,13.2,31.6,20% turpentine
0.1623,-14.54,17.3,43.3,10% kerosene
0.2075,-17.36,17.4,42.9,10% kerosene
0.2499,-10.4,12.2,31.1,20% turpentine
0.2241,-10.28,14.4,37.4,15% turpentine
0.1416,-12.71,19.1,43.0,10% kerosene
0.1777,-15.22,19.1,40.5,10% turpentine
0.0951,-20.77,29.2,48.4,pure
0.1229,-16.48,21.0,42.9,5% turpentine
0.155,-12.74,14.5,40.4,15% kerosene
0.2341,-9.51,11.9,31.2,20% turpentine
0.1477,-14.47,18.9,39.6,10% turpentine
0.1294,-17.28,22.0,43.2,5% kerosene
0.1682,-13.49,16.7,38.9,15% kerosene
0.2257,-10.12,14.7,35.2,15% turpentine
0.1161,-18.19,22.2,45.0,5% turpentine
0.1707,-14.0,15.1,39.8,15% kerosene
0.2268,-10.63,13.7,37.3,20% kerosene
0.1318,-17.54,22.0,42.8,5% turpentine
0.1889,-14.18,19.1,39.6,10% turpentine
0.2195,-13.29,17.7,44.5,10% kerosene
0.224,-13.81,15.2,35.4,15% turpentine
0.2461,-10.61,12.4,33.6,20% kerosene
0.0951,-20.96,29.2,48.3,pure
0.1864,-13.36,17.7,39.5,15% kerosene
0.1577,-16.86,22.6,46.2,5% kerosene
0.1353,-17.27,22.9,43.4,5% kerosene
0.0951,-19.61,24.6,45.2,pure
0.1474,-13.94,19.0,38.8,15% kerosene
0.0951,-19.88,28.5,48.1,pure
0.1474,-13.29,17.5,43.9,10% kerosene
0.2499,-11.06,12.7,33.6,20% turpentine
0.0962,-19.94,28.7,49.9,pure
0.1306,-17.29,22.6,44.8,5% turpentine
0.2394,-11.55,12.7,32.7,20% kerosene
0.2052,-9.51,12.1,32.6,20% turpentine
0.2234,-10.45,13.9,35.1,20% kerosene
0.1874,-15.18,23.0,43.8,10% kerosene
0.1822,-13.18,13.9,39.4,15% kerosene
0.0951,-19.41,28.9,46.0,pure
0.1971,-15.44,22.0,44.2,10% kerosene
0.1259,-14.77,20.2,40.6,10% turpentine
0.1611,-17.89,23.0,46.2,5% turpentine
0.1488,-13.76,18.9,40.6,10% turpentine
0.1378,-20.24,27.1,48.1,pure
0.1886,-14.11,19.2,41.6,10% turpentine
0.0951,-19.64,28.9,49.0,pure
0.0951,-21.16,27.8,49.5,pure
0.206,-9.63,13.3,36.3,15% turpentine
0.2275,-9.51,14.4,35.1,20% kerosene
0.2248,-10.75,15.5,34.3,15% turpentine
0.2144,-10.38,16.1,35.7,15% turpentine
0.1703,-17.05,23.3,43.6,5% kerosene
0.2209,-10.31,14.9,35.0,15% turpentine
0.0978,-16.88,20.8,44.8,5% turpentine
0.2367,-11.81,12.8,37.1,20% kerosene
0.1495,-12.69,19.5,40.1,10% turpentine
0.2116,-11.24,14.6,35.7,15% turpentine
0.0951,-20.86,28.6,48.2,pure
0.149,-17.6,23.4,43.0,5% turpentine
0.139,-14.56,17.2,38.9,10% turpentine
0.2146,-10.56,14.7,32.1,20% kerosene
0.1876,-14.61,19.0,38.8,10% turpentine
0.1561,-17.69,21.7,45.7,5% turpentine
0.1431,-12.88,14.6,45.6,15% kerosene
0.0983,-18.41,27.2,48.4,pure
0.1542,-17.06,24.1,45.8,5% turpentine
0.154,-15.24,18.2,39.5,10% turpentine
0.2499,-10.33,13.0,35.0,20% turpentine
0.1944,-14.66,18.3,42.5,10% kerosene
0.2052,-13.51,19.0,39.0,10% kerosene
0.1627,-13.44,17.2,43.4,10% kerosene
0.2118,-13.72,17.4,39.8,10% turpentine
0.1501,-17.11,21.7,43.2,5% turpentine
0.1584,-9.92,13.0,33.7,20% kerosene
0.228,-14.73,19.5,39.6,15% kerosene
0.1417,-17.92,22.5,45.7,5% kerosene
0.0951,-19.82,29.2,49.9,pure
0.2471,-9.85,11.6,32.1,20% turpentine
0.2248,-9.51,12.7,34.3,20% kerosene
0.1511,-17.39,22.2,43.4,5% turpentine
0.2187,-9.94,13.2,40.1,20% kerosene
0.1769,-15.45,18.8,40.6,10% turpentine
0.1875,-12.0,18.4,39.1,10% turpentine
0.163,-15.52,20.2,38.5,10% turpentine
0.2328,-10.46,13.5,34.1,20% kerosene
0.1901,-14.74,14.8,39.7,15% kerosene
0.2499,-9.7,13.4,34.1,20% turpentine
0.1743,-16.95,21.5,46.2,5% kerosene
0.1802,-16.1,16.6,40.1,10% kerosene
0.2253,-10.12,15.6,34.9,20% kerosene
0.1873,-14.28,18.7,40.7,10% turpentine
0.2295,-10.24,11.5,35.4,20% kerosene
0.1405,-16.8,23.7,44.8,5% kerosene
0.174,-9.73,16.2,33.7,20% kerosene
0.1735,-9.68,15.0,32.0,20% turpentine
0.2326,-10.74,16.4,41.3,15% turpentine
0.2368,-9.66,11.2,31.3,20% turpentine
0.2218,-10.48,14.9,33.6,15% turpentine
0.2017,-13.16,14.7,47.6,15% kerosene
0.1657,-13.07,17.6,40.5,10% turpentine
0.1354,-16.61,22.7,43.7,5% kerosene
0.1371,-16.78,21.7,43.9,5% turpentine
0.1578,-13.99,17.6,39.8,10% turpentine
0.1721,-20.57,17.6,39.7,10% kerosene
0.2002,-10.9,13.1,36.4,20% kerosene
0.0954,-19.53,28.0,45.0,pure
0.1879,-15.0,17.3,39.3,15% kerosene
0.1539,-18.01,16.5,43.5,5% turpentine
0.2269,-11.11,14.3,33.1,20% kerosene
0.2499,-10.4,13.1,33.5,20% turpentine
0.0951,-20.74,28.4,47.9,pure
0.0951,-20.17,29.8,49.6,pure
0.2223,-10.3,12.5,34.2,20% kerosene
0.1306,-17.54,22.6,42.9,5% turpentine
0.1453,-10.31,14.1,34.2,15% turpentine
0.1528,-15.29,12.5,40.7,15% kerosene
0.1234,-18.16,22.3,44.6,5% turpentine
0.1729,-15.6,19.1,41.0,10% turpentine
0.1793,-15.08,18.3,39.7,15% kerosene
0.1783,-10.42,13.3,33.8,20% kerosene
0.155,-18.03,22.0,43.3,5% turpentine
0.1523,-17.75,21.8,42.7,5% turpentine
0.2117,-14.33,14.7,35.4,15% turpentine
0.1591,-11.84,23.0,44.5,5% kerosene
0.1438,-16.89,23.8,45.1,5% kerosene
0.0951,-21.17,29.9,48.8,pure
0.1615,-14.77,13.9,39.3,15% kerosene
0.1626,-12.65,17.3,43.4,10% kerosene
0.149,-17.63,23.0,44.1,5% turpentine
0.1314,-17.11,22.7,49.9,5% turpentine
0.2122,-11.29,13.3,36.6,15% turpentine
0.1309,-17.37,22.6,41.4,5% turpentine
0.2156,-11.88,14.3,35.1,15% turpentine
0.1853,-14.72,17.0,42.9,10% kerosene
0.2499,-13.53,18.1,38.9,15% kerosene
0.1352,-17.0,23.1,45.1,5% kerosene
0.1733,-13.26,14.8,39.1,15% kerosene
0.1736,-13.1,17.9,40.1,10% turpentine
0.2168,-12.38,13.5,39.6,15% kerosene
0.0951,-20.23,29.9,49.1,pure
0.2499,-9.71,11.6,31.2,20% turpentine
0.15,-17.96,21.6,43.1,5% turpentine
0.2208,-10.86,14.1,35.6,20% kerosene
0.2145,-10.02,13.2,33.2,20% kerosene
0.135,-13.33,18.4,39.8,15% kerosene
0.1455,-16.84,20.8,42.5,5% turpentine
0.1416,-17.17,21.2,42.4,5% turpentine
0.2395,-9.51,13.4,34.6,20% turpentine
0.0951,-20.93,28.8,46.0,pure
0.1621,-16.93,21.3,43.3,5% kerosene
0.2257,-10.02,13.0,36.7,15% turpentine
0.2452,-9.69,14.6,37.0,15% turpentine
0.1446,-13.69,17.8,42.0,10% kerosene
0.1929,-9.74,15.4,35.1,20% kerosene
0.2043,-10.63,13.2,33.3,15% turpentine
0.1829,-12.39,18.3,40.0,10% turpentine
0.2267,-9.88,14.0,33.3,15% turpentine
0.1773,-18.28,21.6,43.3,5% turpentine
0.1687,-17.35,22.9,46.2,5% turpentine
0.2324,-10.66,15.7,34.5,20% kerosene
0.1648,-13.96,13.1,39.3,15% kerosene
0.2204,-11.32,14.5,36.1,15% turpentine
0.2387,-10.13,12.7,34.1,20% kerosene
0.1829,-13.64,18.8,39.8,10% turpentine
0.1452,-17.9,22.4,44.7,5% kerosene
0.1984,-10.27,12.9,35.1,15% turpentine
0.2434,-10.19,13.0,34.9,20% kerosene
0.2365,-10.37,11.9,36.7,20% kerosene
0.1831,-16.64,21.7,44.5,5% turpentine
0.2499,-9.51,13.9,31.5,20% turpentine
0.2171,-10.89,14.2,35.7,15% turpentine
0.2385,-9.88,11.8,33.3,20% kerosene
0.1473,-14.67,16.2,44.4,10% kerosene
0.2262,-11.06,13.3,32.2,20% kerosene
0.2499,-9.85,14.2,32.6,20% turpentine
0.1802,-12.65,16.7,40.4,15% kerosene
0.133,-18.14,21.4,44.5,5% kerosene
0.2054,-11.4,12.7,36.2,15% turpentine
0.2325,-9.64,11.9,31.6,20% turpentine
0.2174,-10.64,16.3,37.0,15% turpentine
0.2152,-9.84,14.7,33.9,15% turpentine
0.2499,-10.46,12.1,32.0,20% turpentine
0.1834,-13.76,15.5,39.7,15% kerosene
0.231,-9.62,14.2,31.3,20% kerosene
0.0951,-20.46,27.7,46.0,pure
0.0951,-19.79,27.4,49.9,pure
0.1585,-14.2,18.6,44.3,10% kerosene
0.2475,-9.51,11.8,34.3,20% kerosene
0.2423,-9.85,11.2,31.3,20% turpentine
0.1271,-18.58,22.4,43.4,5% turpentine
0.2358,-9.75,12.2,32.0,20% turpentine
0.1904,-15.15,15.9,43.6,10% kerosene
0.1487,-17.62,18.1,45.1,5% kerosene
0.1219,-21.22,28.7,49.8,pure
0.176,-14.23,16.3,39.1,15% kerosene
0.1633,-17.36,22.5,41.4,5% turpentine
0.1635,-18.13,22.3,43.6,5% turpentine
0.1674,-14.37,23.1,42.8,10% kerosene
0.2141,-12.3,16.2,34.6,15% turpentine
0.1247,-16.6,22.3,45.3,5% kerosene
0.2325,-9.81,14.5,33.9,20% turpentine
0.0951,-19.92,29.0,47.9,pure
0.0951,-19.22,29.9,49.0,pure
0.2347,-9.66,15.0,34.2,15% turpentine
0.1688,-14.74,16.8,43.0,10% kerosene
0.1586,-13.34,17.9,40.0,10% turpentine
0.2345,-10.24,14.6,33.8,15% turpentine
0.1428,-16.8,23.4,44.9,5% kerosene
0.1896,-10.62,14.7,34.8,15% turpentine
0.1754,-10.59,13.6,36.4,15% turpentine
0.0951,-21.47,25.1,49.9,pure
0.1967,-10.71,15.2,35.7,15% turpentine
0.1359,-17.72,22.9,44.3,5% kerosene
0.1506,-13.85,19.3,39.8,10% turpentine
0.2199,-10.56,12.4,36.4,20% kerosene
0.2253,-15.31,13.1,36.2,20% kerosene
0.1903,-12.82,16.2,48.6,10% kerosene
0.1972,-13.43,17.7,39.4,10% kerosene
0.2341,-9.51,12.6,34.8,20% kerosene
0.1709,-17.45,22.2,42.9,5% turpentine
0.1365,-17.37,23.2,41.7,5% turpentine
0.1682,-12.2,17.9,39.1,10% turpentine
0.1277,-17.46,23.1,43.9,5% kerosene
0.1964,-13.88,18.7,41.0,10% turpentine
0.1492,-18.01,24.6,46.0,5% kerosene
0.1811,-17.64,23.0,46.2,5% turpentine
0.1669,-15.48,19.0,40.1,10% turpentine
0.2499,-9.51,12.3,32.0,20% turpentine
0.2206,-10.34,13.6,32.7,20% kerosene
0.2104,-13.48,16.9,44.7,10% kerosene
0.1626,-13.92,16.8,44.4,10% kerosene
0.249,-10.47,12.5,31.9,20% turpentine
0.1858,-17.56,21.4,43.1,5% turpentine
0.1638,-15.88,24.4,42.6,5% turpentine
0.1873,-12.98,19.9,41.7,10% kerosene
0.1608,-17.43,23.3,42.3,5% turpentine
0.2499,-11.93,12.5,31.1,20% turpentine
0.2499,-9.51,11.9,32.8,20% turpentine
0.0951,-21.24,29.4,46.4,pure
0.0951,-20.35,29.9,49.6,pure
0.1283,-16.08,24.4,45.3,5% kerosene
0.1345,-17.54,17.8,43.5,5% turpentine
0.0951,-19.2,29.9,49.9,pure
0.1051,-16.96,21.9,43.5,5% kerosene
0.2254,-9.64,12.7,33.0,20% turpentine
0.1546,-11.92,18.6,48.1,10% turpentine
0.2232,-10.85,15.8,34.8,15% turpentine
0.1623,-14.75,18.6,40.0,10% turpentine
0.1819,-16.54,22.4,44.3,5% kerosene
0.1083,-20.13,26.3,47.3,pure
0.1773,-12.84,18.0,39.6,10% turpentine
0.1935,-13.55,17.4,40.3,10% turpentine
0.2354,-10.75,12.7,34.1,15% turpentine
0.1151,-21.79,27.0,49.9,pure
0.1654,-17.95,22.4,44.0,5% turpentine
0.1588,-17.55,22.1,44.8,5% turpentine
0.2499,-9.52,11.6,32.0,20% turpentine
0.1726,-13.64,19.1,39.6,10% turpentine
0.1369,-16.55,24.2,43.8,5% kerosene
0.1459,-13.48,18.5,38.7,10% turpentine
0.1162,-16.54,23.2,43.9,5% kerosene
0.0951,-20.82,27.6,47.5,pure
0.1634,-13.86,14.7,40.4,15% kerosene
0.1622,-17.43,21.6,44.8,5% turpentine
0.1426,-12.54,17.2,38.9,10% kerosene
0.1872,-13.06,17.5,40.8,10% turpentine
0.1601,-17.28,23.5,43.8,5% turpentine
0.2209,-9.88,11.5,33.8,20% kerosene
0.1849,-17.23,23.2,45.2,5% kerosene
0.1119,-17.06,22.4,45.8,5% kerosene
0.1952,-13.38,16.2,39.7,10% turpentine
0.1723,-14.53,19.1,43.2,10% kerosene
0.135,-20.8,23.5,47.9,pure
0.2499,-9.74,11.7,32.5,20% turpentine
0.1901,-11.35,13.4,38.9,15% kerosene
0.1475,-18.27,21.3,44.4,5% turpentine
0.1991,-16.53,22.2,43.4,5% kerosene
0.2499,-9.54,14.4,31.0,20% turpentine
0.2288,-10.0,12.4,32.3,20% turpentine
0.1438,-18.48,22.0,46.0,5% kerosene
0.1504,-17.58,22.1,44.9,5% turpentine
0.2378,-11.18,15.6,35.1,15% turpentine
0.2223,-10.56,14.4,36.1,15% turpentine
0.1953,-14.09,17.4,42.0,10% kerosene
0.1126,-21.85,29.3,48.7,pure
0.1659,-17.72,21.9,43.6,5% turpentine
0.1625,-15.09,22.1,43.5,10% kerosene
0.2231,-11.32,14.1,36.1,15% turpentine
0.1983,-14.5,18.4,39.5,10% turpentine
0.247,-9.51,10.8,31.8,20% turpentine
0.1722,-17.46,23.3,42.8,5% turpentine
0.1398,-16.59,23.3,44.7,5% kerosene
0.1559,-18.18,21.6,44.1,5% turpentine
0.2161,-10.21,14.3,35.3,15% turpentine
0.171,-14.58,19.1,40.5,10% turpentine
0.1932,-13.2,18.5,42.8,10% kerosene
0.1371,-17.31,22.4,43.8,5% turpentine
0.1569,-18.05,22.3,42.5,5% turpentine
0.1438,-14.5,15.1,39.2,15% kerosene
0.2391,-9.51,13.8,34.8,20% kerosene
0.1912,-15.05,18.6,39.7,10% turpentine
0.174,-13.92,14.2,38.7,15% kerosene
0.0951,-21.75,27.2,46.8,pure
0.1849,-14.34,14.0,40.2,15% kerosene
0.1936,-12.36,17.1,39.3,15% kerosene
0.2499,-10.72,13.1,34.7,20% kerosene
0.167,-12.57,16.7,40.6,10% turpentine
0.1749,-17.19,22.4,43.8,5% turpentine
0.1657,-17.25,23.0,44.5,5% turpentine
0.147,-16.58,22.3,43.1,5% kerosene
0.2226,-10.13,14.3,35.8,20% kerosene
0.2093,-9.96,13.2,32.4,20% kerosene
0.1721,-16.62,22.6,44.3,5% kerosene
0.1655,-16.59,21.9,43.9,5% kerosene
0.1375,-13.11,18.9,39.0,10% turpentine
0.1992,-13.85,15.6,40.4,15% kerosene
0.1681,-15.24,19.3,40.3,10% turpentine
0.164,-12.75,19.2,39.4,10% turpentine
0.2208,-10.58,14.2,33.6,20% kerosene
0.206,-10.72,14.1,35.8,15% turpentine
0.2491,-10.01,13.2,34.2,20% turpentine
0.1759,-17.98,23.4,45.3,5% kerosene
0.1136,-19.64,29.5,49.2,pure
0.1287,-17.61,21.9,42.6,5% turpentine
0.1047,-19.94,27.2,47.5,pure
0.1426,-18.46,22.5,43.7,5% turpentine
0.2367,-10.05,14.2,32.9,20% kerosene
0.1896,-13.21,18.6,42.8,10% kerosene
0.1246,-16.61,23.9,45.3,5% kerosene
0.1387,-16.94,22.8,43.8,5% kerosene
0.1752,-12.84,16.8,40.1,15% kerosene
0.1525,-17.75,22.1,42.7,5% turpentine
0.2244,-9.61,11.4,35.9,20% kerosene
0.2386,-10.16,12.7,37.2,15% turpentine
0.1669,-14.33,18.7,47.8,10% kerosene
0.174,-17.16,23.4,45.9,5% turpentine
0.1368,-18.42,22.2,44.1,5% turpentine
0.0951,-20.19,26.8,48.7,pure
0.223,-9.97,13.6,36.3,15% turpentine
0.177,-15.51,18.8,38.7,15% kerosene
0.2362,-10.11,14.1,32.9,20% kerosene
0.1816,-13.14,17.5,38.9,15% kerosene
0.1243,-14.84,17.6,39.0,10% turpentine
0.1482,-17.15,21.9,44.8,5% turpentine
0.1639,-10.05,13.8,37.9,15% turpentine
0.1608,-17.09,21.7,43.3,5% turpentine
0.1393,-16.32,23.2,45.4,5% kerosene
0.1244,-17.28,22.4,44.3,5% kerosene
0.1552,-17.27,20.6,44.7,5% turpentine
0.2022,-16.22,18.6,40.3,15% kerosene
0.2499,-9.51,10.1,31.0,20% turpentine
0.0975,-19.98,27.5,48.8,pure
0.0951,-20.85,29.9,48.0,pure
0.2081,-13.09,14.9,39.9,15% kerosene
0.198,-13.47,14.2,39.1,15% kerosene
0.1538,-17.02,22.3,43.7,5% turpentine
0.1191,-12.99,19.7,39.9,10% turpentine
0.151,-17.59,21.6,44.8,5% kerosene
0.2069,-12.9,16.4,43.5,10% kerosene
0.2437,-10.37,12.4,33.1,20% turpentine
0.1358,-17.72,20.0,42.8,5% turpentine
0.1878,-12.78,15.8,39.9,15% kerosene
0.2049,-13.17,18.3,40.3,10% turpentine
0.1706,-16.59,23.7,45.2,5% kerosene
0.2159,-10.89,14.6,37.7,15% turpentine
0.2309,-9.51,14.7,34.2,20% kerosene
0.1203,-21.16,29.6,48.6,pure
0.2022,-11.38,13.2,34.0,15% turpentine
0.0951,-21.21,29.1,48.1,pure
0.1543,-14.43,14.1,39.7,15% kerosene
0.0951,-21.37,26.5,47.3,pure
0.113,-21.49,29.9,49.1,pure
0.2088,-10.83,14.3,36.7,15% turpentine
0.1542,-14.67,18.7,43.0,10% kerosene
0.1728,-12.22,14.8,40.4,15% kerosene
0.1532,-16.48,21.7,45.6,5% kerosene
0.1659,-16.0,17.4,41.9,10% kerosene
0.1545,-18.15,22.7,43.2,5% turpentine
0.1405,-12.6,15.7,39.1,15% kerosene
0.1492,-16.74,22.2,43.9,5% turpentine
0.1284,-13.18,18.1,40.2,10% turpentine
0.1229,-17.58,21.0,41.9,5% turpentine
0.2207,-13.82,16.7,47.9,10% kerosene
0.1339,-17.85,22.0,42.9,5% turpentine
0.2187,-12.76,15.1,40.1,15% kerosene
0.1666,-14.01,19.0,40.7,10% turpentine
0.2128,-10.94,12.0,35.7,15% turpentine
0.1799,-16.76,22.8,42.3,5% turpentine
0.1983,-10.71,14.2,36.1,15% turpentine
0.2005,-14.38,19.1,38.5,10% turpentine
0.1838,-13.19,14.8,40.7,10% turpentine
0.1777,-17.98,23.6,44.8,5% kerosene
0.1273,-16.99,23.6,44.7,5% kerosene
0.1051,-20.77,27.9,48.0,pure
0.1496,-17.92,22.6,42.8,5% turpentine
0.1551,-16.69,20.9,42.7,5% kerosene
0.2092,-9.51,13.8,33.0,20% turpentine
0.12,-17.03,23.1,44.7,5% turpentine
0.1563,-17.71,21.8,44.7,5% kerosene
0.1063,-20.35,29.5,47.4,pure
0.2034,-15.2,14.6,40.7,15% kerosene
0.1611,-17.92,22.7,42.2,5% turpentine
0.2229,-9.51,14.7,34.8,15% turpentine
0.2499,-9.51,12.1,32.3,20% turpentine
0.0951,-21.8,29.1,49.4,pure
0.2266,-10.46,12.4,33.9,20% turpentine
0.2247,-11.05,13.7,34.9,20% kerosene
0.1394,-17.33,22.7,43.5,5% turpentine
0.1675,-12.35,18.1,39.3,10% turpentine
0.2084,-10.9,15.4,35.9,15% turpentine
0.2079,-10.06,12.2,34.0,20% kerosene
0.2162,-16.08,23.3,45.4,10% kerosene
0.1259,-16.86,23.7,44.1,5% kerosene
0.1632,-14.12,17.9,43.6,10% kerosene
0.2499,-9.51,11.6,34.9,20% turpentine
0.2489,-10.52,10.5,33.8,20% turpentine
0.1089,-21.78,29.4,47.6,pure
0.2073,-10.02,13.9,35.9,15% turpentine
0.2238,-10.52,14.5,36.4,15% turpentine
0.2419,-9.68,12.3,35.2,20% kerosene
0.1579,-9.51,13.6,34.8,20% kerosene
0.2354,-9.82,13.3,34.2,20% turpentine
0.2333,-10.45,14.0,35.8,20% kerosene
0.2158,-10.44,13.1,36.0,15% turpentine
0.1707,-15.25,19.1,44.3,10% kerosene
0.2431,-11.28,12.6,36.6,20% kerosene
0.0951,-21.98,27.3,48.6,pure
0.1388,-14.76,12.1,39.9,10% turpentine
0.2426,-10.77,14.0,35.0,20% kerosene
0.2205,-11.43,14.7,35.5,15% turpentine
0.1712,-17.91,21.4,43.8,5% turpentine
0.1366,-17.01,22.2,43.7,5% turpentine
0.1042,-17.33,22.4,43.9,5% turpentine
0.2131,-10.89,14.1,36.0,15% turpentine
0.2387,-10.24,11.2,35.6,20% kerosene
0.1413,-13.63,18.6,43.5,10% kerosene
0.2271,-10.07,14.5,36.9,15% turpentine
0.1501,-16.51,23.4,44.4,5% kerosene
0.1801,-11.5,13.5,37.5,15% turpentine
0.2186,-9.75,15.4,36.5,15% turpentine
0.191,-14.7,23.2,39.4,10% kerosene
0.1014,-21.01,25.3,48.0,pure
0.1447,-19.33,27.2,46.9,pure
0.1066,-19.44,27.3,47.8,pure
0.2361,-10.4,11.9,36.0,20% turpentine
0.1793,-13.64,21.8,42.3,10% kerosene
0.2307,-13.34,17.9,34.7,10% turpentine
0.1096,-19.78,27.1,47.7,pure
0.1321,-13.27,18.3,39.0,10% turpentine
0.2339,-10.39,13.5,35.6,20% kerosene
0.0951,-20.43,27.8,46.9,pure
0.1686,-15.14,13.9,39.4,15% kerosene
0.1548,-17.66,22.4,44.8,5% turpentine
0.1664,-13.79,17.8,38.3,15% kerosene
0.2369,-13.12,12.6,40.3,15% kerosene
0.2197,-11.15,14.4,37.8,15% turpentine
